energy	2w	c0	phi0	c1	phi1	c2	phi2
-1.26216732921885	44.6598433281885	0.292105732482954	1.38898443680875	0.443406057271168	5.01483782367977	1.44736852427478	3.10977190309217
-1.26210564198977	44.6615219232053	0.291025571881299	1.38898594485042	0.44337523073069	5.01486310138582	1.44767705529919	3.10981148287567
-1.2620439547607	44.6632005182222	0.28994532446473	1.38898745051896	0.443344412285007	5.01488837439235	1.44798543997843	3.10985105595631
-1.26198226753162	44.664879113239	0.288864985206183	1.38898895381343	0.4433136019666	5.01491364271949	1.44829367998062	3.10989062326732
-1.26192058030255	44.6665577082558	0.28778454887425	1.38899045473558	0.443282799759212	5.01493890632414	1.44860177744966	3.10993018404683
-1.26185889307347	44.6682363032727	0.286704009653545	1.38899195328236	0.443252005772362	5.01496416532695	1.44890973413662	3.10996973898022
-1.26179720584439	44.6699148982895	0.285623358319677	1.38899344946003	0.443221219967415	5.01498941965636	1.44921755228866	3.11000928701411
-1.26173551861531	44.6715934933064	0.284542424847707	1.3889949432517	0.443190442356563	5.01501466930625	1.44952523361868	3.11004882890925
-1.26167383138624	44.6732720883232	0.283461777965156	1.38899643470871	0.443159673009997	5.01503991434741	1.4498327799845	3.1100883649407
-1.26161214415716	44.67495068334	0.282380774809217	1.38899792377586	0.443128911815932	5.01506515460986	1.45014019351448	3.11012789446912
-1.26155045692809	44.6766292783569	0.281299654301906	1.38899941046571	0.443098158939176	5.01509039029001	1.45044747616095	3.11016741751998
-1.26148876969901	44.6783078733737	0.280218404706028	1.38900089479404	0.443067414319728	5.01511562128625	1.45075462969805	3.11020693461389
-1.26142708246993	44.6799864683906	0.27913701989739	1.38900237675306	0.443036678069296	5.01514084772615	1.4510616562459	3.11024644518513
-1.26136539524086	44.6816650634074	0.278055494514385	1.3890038563419	0.443005949995402	5.01516606932857	1.45136855769417	3.11028594941987
-1.26130370801178	44.6833436584243	0.276973823381539	1.38900533356279	0.442975230254981	5.01519128628166	1.45167533576244	3.1103254480486
-1.26124202078271	44.6850222534411	0.275892001407024	1.38900680841666	0.442944519006105	5.01521649877858	1.45198199294025	3.11036493939416
-1.26118033355363	44.686700848458	0.274810023535319	1.38900828090354	0.442913816056283	5.01524170653582	1.4522885307214	3.11040442484259
-1.26111864632455	44.6883794434748	0.273727884722087	1.38900975102338	0.442883121409611	5.01526690953506	1.45259495099292	3.11044390460691
-1.26105695909547	44.6900580384917	0.27264557991059	1.38901121877706	0.442852435271015	5.01529210803499	1.45290125607166	3.11048337758475
-1.2609952718664	44.6917366335085	0.27156310404551	1.38901268416498	0.44282175749796	5.01531730181741	1.45320744760533	3.11052284468735
-1.26093358463732	44.6934152285253	0.270480452066187	1.38901414718753	0.442791088102399	5.01534249087481	1.45351352791929	3.11056230481898
-1.26087189740825	44.6950938235421	0.269397618894683	1.38901560784545	0.442760427245643	5.015367675409	1.45381949852909	3.11060175931199
-1.26081021017917	44.696772418559	0.268314599459057	1.38901706613891	0.442729774882822	5.01539285533543	1.45412536170626	3.11064120721879
-1.26074852295009	44.6984510135758	0.267231388667423	1.38901852206849	0.442699130972264	5.01541803057258	1.45443111924189	3.11068064904544
-1.26068683572102	44.7001296085927	0.26614798141994	1.38901997563465	0.442668495532214	5.01544320112261	1.4547367732615	3.11072008432619
-1.26062514849194	44.7018082036095	0.265064372607549	1.38902142683788	0.442637868663245	5.01546836710459	1.45504232534621	3.11075951412266
-1.26056346126287	44.7034867986264	0.263980557110352	1.38902287567865	0.442607250352021	5.01549352847697	1.45534777804135	3.11079893684587
-1.26050177403379	44.7051653936432	0.262896529797451	1.38902432215743	0.442576640513614	5.01551868509497	1.45565313282569	3.11083835381836
-1.26044008680471	44.7068439886601	0.261812285527713	1.38902576627469	0.442546039351563	5.01554383722667	1.45595839194127	3.11087776429596
-1.26037839957564	44.7085225836769	0.260727819149683	1.389027208031	0.442515446735346	5.01556898466163	1.45626355740862	3.1109171681597
-1.26031671234656	44.7102011786938	0.259643125496469	1.38902864742668	0.442484862761982	5.01559412751613	1.45656863077247	3.11095656656208
